title,age,gender,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
57,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,32,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42,32,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
55,32,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,32,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,32,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36,27,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7,27,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
6,27,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
43,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
92,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
55,27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
88,27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,27,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,27,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,24,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
6,24,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
43,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
42,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
88,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,24,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,23,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7,23,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
16,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
99,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,23,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,23,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
15,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
94,23,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
55,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
88,23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
97,23,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
87,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,23,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41,20,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,20,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42,20,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
88,20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
50,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
94,24,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
88,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,18,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
92,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
94,18,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
55,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
58,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
17,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,31,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82,31,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
99,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,31,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,31,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
55,31,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
88,31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,31,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,31,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,31,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,31,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,31,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,31,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,31,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,31,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
16,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,33,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16,31,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
55,31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
97,31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
21,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,32,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7,32,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
15,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
88,32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,27,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
16,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
99,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
35,27,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
88,27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
67,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
53,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
59,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,32,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
99,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,32,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,32,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,32,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,32,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55,32,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
88,32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25,32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,32,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,32,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,32,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,27,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
50,27,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,27,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
20,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,22,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
88,22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
90,22,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
68,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,22,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,22,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
41,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
92,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
88,22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,39,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,39,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82,39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,39,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
99,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,39,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,39,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,39,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
15,39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
71,39,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,39,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
46,39,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,39,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,39,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,39,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
50,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
88,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,22,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
71,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
20,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,22,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36,29,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,29,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
50,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
94,29,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
17,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,19,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
15,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
94,19,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
55,19,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
32,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50,18,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
94,18,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
88,18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,22,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
43,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
92,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55,22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
87,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
98,22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40,22,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
55,50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,50,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
21,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
86,50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,47,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
92,47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,30,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
44,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
23,30,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
88,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
97,30,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
20,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
